순번,분류체계ID,분류체계명,상위과제ID,분류체계단계,시행시기,수행기관,기관코드,분류체계경로
8671,NB000420061201100062387,개성공단사업 투자지원,NB000320061201100062215,중기능,2006-12-01,통일부,1250000,통일·외교>>통일>>남북교류협력>>개성공단사업 투자지원
8672,NB000420061201100062406,개성공단사업 건설지원,NB000320061201100062215,중기능,2006-12-01,통일부,1250000,통일·외교>>통일>>남북교류협력>>개성공단사업 건설지원
8673,NB000420061201100062427,개성공단사업,NB000320061201100062215,중기능,2014-01-28,통일부,1250000,통일·외교>>통일>>남북교류협력>>개성공단사업
8674,NB000420061201100062437,개성공단사업 법제지원,NB000320061201100062215,중기능,2006-12-01,통일부,1250000,통일·외교>>통일>>남북교류협력>>개성공단사업 법제지원
8675,NB000420061201100062451,남북간출입관리,NB000320061201100062215,중기능,2014-03-20,통일부,1250000,통일·외교>>통일>>남북교류협력>>남북간출입관리
8676,NB000420061201100062520,사회문화교류 협력,NB000320061201100062215,중기능,2014-01-28,통일부,1250000,통일·외교>>통일>>남북교류협력>>사회문화교류 협력
8677,NB000420061201100062546,대북 지원기획,NB000320061201100062545,중기능,2006-12-01,통일부,1250000,통일·외교>>통일>>인도적사업>>대북 지원기획
8678,NB000420061201100062569,이산가족 정책 및 교류,NB000320061201100062545,중기능,2006-12-01,통일부,1250000,통일·외교>>통일>>인도적사업>>이산가족 정책 및 교류
8679,NB000420061201100062581,북한이탈주민 지원정책 수립,NB000320061201100062545,중기능,2006-12-01,통일부,1250000,통일·외교>>통일>>인도적사업>>북한이탈주민 지원정책 수립
8680,NB000420061201100062596,북한이탈주민 교육,NB000320061201100062545,중기능,2014-01-28,통일부,1250000,통일·외교>>통일>>인도적사업>>북한이탈주민 교육
8681,NB000420061201100062619,북한이탈주민 교육 시행,NB000320061201100062545,중기능,2006-12-01,통일부,1250000,통일·외교>>통일>>인도적사업>>북한이탈주민 교육 시행
8682,NB000420061201100062648,북한이탈주민 지원,NB000320061201100062545,중기능,2014-01-28,통일부,1250000,통일·외교>>통일>>인도적사업>>북한이탈주민 지원
8683,NB000420061201100062660,통일교육 총괄,NB000320061201100062659,중기능,2014-01-28,통일부,1250000,통일·외교>>통일>>통일교육>>통일교육 총괄
8684,NB000420061201100062697,통일교육 운영,NB000320061201100062659,중기능,2014-01-28,통일부,1250000,통일·외교>>통일>>통일교육>>통일교육 운영
8685,NB000420061201100062702,통일교육 교육지원,NB000320061201100062659,중기능,2006-12-01,통일부,1250000,통일·외교>>통일>>통일교육>>통일교육 교육지원
8686,NB000420061201100062731,통일교육 연구개발,NB000320061201100062659,중기능,2006-12-01,통일부,1250000,통일·외교>>통일>>통일교육>>통일교육 연구개발
8687,NB000420061201100062755,북한정보 분석총괄 및 제공,NB000320061201100062754,중기능,2006-12-01,통일부,1250000,통일·외교>>통일>>북한정보분석·관리>>북한정보 분석총괄 및 제공
8688,NB000420061201100062759,주변 정세분석,NB000320061201100062754,중기능,2014-01-28,통일부,1250000,통일·외교>>통일>>북한정보분석·관리>>주변 정세분석
8689,NB000420061201100062772,정치·군사분야 분석,NB000320061201100062754,중기능,2006-12-01,통일부,1250000,통일·외교>>통일>>북한정보분석·관리>>정치·군사분야 분석
8690,NB000420061201100062782,사회·문화분야 분석,NB000320061201100062754,중기능,2006-12-01,통일부,1250000,통일·외교>>통일>>북한정보분석·관리>>사회·문화분야 분석
8691,NB000420061201100062789,경제·과학분야 분석,NB000320061201100062754,중기능,2006-12-01,통일부,1250000,통일·외교>>통일>>북한정보분석·관리>>경제·과학분야 분석
8692,NB000420061201100062824,식품등의위해물질안전관리,NB000320061201100060969,중기능,2013-03-23,식품의약품안전처,1471000,보건>>식품의약안전>>식품안전>>식품등의위해물질안전관리
8693,NB000420061201100062841,식품규격평가,NB000320061201100060969,중기능,2013-03-23,식품의약품안전처,1471000,보건>>식품의약안전>>식품안전>>식품규격평가
8694,NB000420061201100062853,식품안전관리,NB000320061201100060969,중기능,2013-03-23,식품의약품안전처,1471000,보건>>식품의약안전>>식품안전>>식품안전관리
8695,NB000420061201100062858,영양기능 식품관리,NB000320061201100060969,중기능,2013-03-23,식품의약품안전처,1471000,보건>>식품의약안전>>식품안전>>영양기능 식품관리
8696,NB000420061201100062911,의약품안전관리,NB000320061201100062910,중기능,2013-03-23,식품의약품안전처,1471000,보건>>식품의약안전>>의약품안전>>의약품안전관리
8697,NB000420061201100062953,의약품지도·단속·허가,NB000320061201100062910,중기능,2013-03-23,식품의약품안전처,1471000,보건>>식품의약안전>>의약품안전>>의약품지도·단속·허가
8698,NB000420061201100062974,마약관리,NB000320061201100062910,중기능,2013-03-23,식품의약품안전처,1471000,보건>>식품의약안전>>의약품안전>>마약관리
8699,NB000420061201100062993,의약품평가,NB000320061201100062910,중기능,2013-03-23,식품의약품안전처,1471000,보건>>식품의약안전>>의약품안전>>의약품평가
8700,NB000420061201100063133,생약평가,NB000320061201100062910,중기능,2013-03-23,식품의약품안전처,1471000,보건>>식품의약안전>>의약품안전>>생약평가
8701,NB000420061201100063181,생물의약품관리,NB000320061201100062910,중기능,2013-03-23,식품의약품안전처,1471000,보건>>식품의약안전>>의약품안전>>생물의약품관리
8702,NB000420061201100063200,생물의약품평가,NB000320061201100062910,중기능,2013-03-23,식품의약품안전처,1471000,보건>>식품의약안전>>의약품안전>>생물의약품평가
8703,NB000420061201100063297,의료기기안전제도,NB000320061201100063296,중기능,2013-03-23,식품의약품안전처,1471000,보건>>식품의약안전>>의료기기안전>>의료기기안전제도
8704,NB000420061201100063321,의료기기관리,NB000320061201100063296,중기능,2013-03-23,식품의약품안전처,1471000,보건>>식품의약안전>>의료기기안전>>의료기기관리
8705,NB000420061201100063361,의료기기평가,NB000320061201100063296,중기능,2013-03-23,식품의약품안전처,1471000,보건>>식품의약안전>>의료기기안전>>의료기기평가
8706,NB000420061201100063425,독성평가,NB000320061201100063424,중기능,2013-03-23,식품의약품안전처,1471000,보건>>식품의약안전>>안전평가>>독성평가
8707,NB000420061201100063476,약리연구,NB000320061201100063424,중기능,2013-03-23,식품의약품안전처,1471000,보건>>식품의약안전>>안전평가>>약리연구
8708,NB000420061201100063515,생명공학연구,NB000320061201100063424,중기능,2013-03-23,식품의약품안전처,1471000,보건>>식품의약안전>>안전평가>>생명공학연구
8709,NB000420061201100063537,실험동물관리,NB000320061201100063424,중기능,2013-03-23,식품의약품안전처,1471000,보건>>식품의약안전>>안전평가>>실험동물관리
8710,NB000420061201100063577,위해평가연구,NB000320061201100063424,중기능,2013-03-23,식품의약품안전처,1471000,보건>>식품의약안전>>안전평가>>위해평가연구
8711,NB000420061201100063604,독성연구기획,NB000320061201100063424,중기능,2013-03-23,식품의약품안전처,1471000,보건>>식품의약안전>>안전평가>>독성연구기획
8712,NB000420061201100063626,식품감시,NB000320061201100063625,중기능,2013-03-23,식품의약품안전처,1471000,보건>>식품의약안전>>지방식약청운영>>식품감시
8713,NB000420061201100063644,수입식품유통·안전관리,NB000320061201100063625,중기능,2013-03-23,식품의약품안전처,1471000,보건>>식품의약안전>>지방식약청운영>>수입식품유통·안전관리
8714,NB000420061201100063651,시험분석,NB000320061201100063625,중기능,2013-03-23,식품의약품안전처,1471000,보건>>식품의약안전>>지방식약청운영>>시험분석
8715,NB000420061201100063657,의약품감시,NB000320061201100063625,중기능,2013-03-23,식품의약품안전처,1471000,보건>>식품의약안전>>지방식약청운영>>의약품감시
8716,NB000420061201200005759,처리과공통,NB000320061201100041872,중기능,2006-12-01,법무부,1270000,공공질서및안전>>법무및검찰>>법무및검찰행정지원>>처리과공통
8717,NB000420061207100080632,법무,NB000320061207100080631,중기능,2025-11-05,산업통상부|기후에너지환경부,1451000|1482000,산업·통상·중소기업>>산업·중소기업일반>>산업자원행정지원>>법무
8718,NB000420061207100080635,운영지원,NB000320061207100080631,중기능,2025-11-05,산업통상부|기후에너지환경부,1451000|1482000,산업·통상·중소기업>>산업·중소기업일반>>산업자원행정지원>>운영지원
8719,NB000420061207100080638,행정관리,NB000320061207100080631,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>산업·중소기업일반>>산업자원행정지원>>행정관리
8720,NB000420061207100080641,감사,NB000320061207100080631,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>산업·중소기업일반>>산업자원행정지원>>감사
8721,NB000420061207100080652,인사관리,NB000320061207100080631,중기능,2025-11-05,산업통상부|기후에너지환경부,1451000|1482000,산업·통상·중소기업>>산업·중소기업일반>>산업자원행정지원>>인사관리
8722,NB000420061207100080655,홍보,NB000320061207100080631,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>산업·중소기업일반>>산업자원행정지원>>홍보
8723,NB000420061207100080658,결산,NB000320061207100080631,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>산업·중소기업일반>>산업자원행정지원>>결산
8724,NB000420061207100080663,계약,NB000320061207100080631,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>산업·중소기업일반>>산업자원행정지원>>계약
8725,NB000420061207100080667,성과관리,NB000320061207100080631,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>산업·중소기업일반>>산업자원행정지원>>성과관리
8726,NB000420061207100080670,민원,NB000320061207100080631,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>산업·중소기업일반>>산업자원행정지원>>민원
8727,NB000420061207100080680,기록관리,NB000320061207100080631,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>산업·중소기업일반>>산업자원행정지원>>기록관리
8728,NB000420061207100080693,기획,NB000320061207100080631,중기능,2025-11-05,산업통상부|기후에너지환경부,1451000|1482000,산업·통상·중소기업>>산업·중소기업일반>>산업자원행정지원>>기획
8729,NB000420061207100080696,회계,NB000320061207100080631,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>산업·중소기업일반>>산업자원행정지원>>회계
8730,NB000420061207100080703,예산,NB000320061207100080631,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>산업·중소기업일반>>산업자원행정지원>>예산
8731,NB000420061207100080711,비서업무,NB000320061207100080631,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>산업·중소기업일반>>산업자원행정지원>>비서업무
8732,NB000420061207100080720,국회,NB000320061207100080631,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>산업·중소기업일반>>산업자원행정지원>>국회
8733,NB000420061207100080734,후생복지,NB000320061207100080631,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>산업·중소기업일반>>산업자원행정지원>>후생복지
8734,NB000420061207100080776,비상계획,NB000320061207100080631,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>산업·중소기업일반>>산업자원행정지원>>비상계획
8735,NB000420061207100080811,행정정보화,NB000320061207100080631,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>산업·중소기업일반>>산업자원행정지원>>행정정보화
8736,NB000420061207100080829,정보공개,NB000320061207100080631,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>산업·중소기업일반>>산업자원행정지원>>정보공개
8737,NB000420061207100080929,의전,NB000320061207100080631,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>산업·중소기업일반>>산업자원행정지원>>의전
8738,NB000420061207100081005,청사관리,NB000320061207100080631,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>산업·중소기업일반>>산업자원행정지원>>청사관리
8739,NB000420061207100081049,의사(議事),NB000320061207100080631,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>산업·중소기업일반>>산업자원행정지원>>의사(議事)
8740,NB000420061207100081056,처리과공통,NB000320061207100080631,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>산업·중소기업일반>>산업자원행정지원>>처리과공통
8741,NB000420061207100081087,산업정책총괄,NB000320061207100081086,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>산업진흥·고도화>>산업경쟁력기반구축>>산업정책총괄
8742,NB000420061207100081108,지식서비스,NB000320061207100081086,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>산업진흥·고도화>>산업경쟁력기반구축>>지식서비스
8743,NB000420061207100081131,상생협력,NB000320061207100081086,중기능,2017-07-27,중소벤처기업부|산업통상부,1421000|1451000,산업·통상·중소기업>>산업진흥·고도화>>산업경쟁력기반구축>>상생협력
8744,NB000420061207100081156,산업환경정책,NB000320061207100081086,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>산업진흥·고도화>>산업경쟁력기반구축>>산업환경정책
8745,NB000420061207100081175,전자상거래진흥,NB000320061201100055249,중기능,2017-07-26,과학기술정보통신부,1721000,통신>>방송통신>>소프트웨어산업진흥>>전자상거래진흥
8746,NB000420061207100081209,산업구조개선,NB000320061207100081086,중기능,2025-11-05,중소벤처기업부|산업통상부|기후에너지환경부,1421000|1451000|1482000,산업·통상·중소기업>>산업진흥·고도화>>산업경쟁력기반구축>>산업구조개선
8747,NB000420061207100081229,산업기술정책,NB000320061207100081228,중기능,2025-11-05,산업통상부|기후에너지환경부,1451000|1482000,산업·통상·중소기업>>산업진흥·고도화>>산업기술진흥>>산업기술정책
8748,NB000420061207100081249,산업기술개발,NB000320061207100081228,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>산업진흥·고도화>>산업기술진흥>>산업기술개발
8749,NB000420061207100081274,산업기술인력정책,NB000320061207100081228,중기능,2013-03-23,교육부,1342000,산업·통상·중소기업>>산업진흥·고도화>>산업기술진흥>>산업기술인력정책
8750,NB000420061207100081301,기술이전 사업화정책,NB000320061207100081228,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>산업진흥·고도화>>산업기술진흥>>기술이전 사업화정책
8751,NB000420061207100081321,표준품질정책,NB000320061207100081228,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>산업진흥·고도화>>산업기술진흥>>표준품질정책
8752,NB000420061207100081350,균형발전정책,NB000320061207100081349,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>산업진흥·고도화>>지역산업균형발전>>균형발전정책
8753,NB000420061207100081360,지역산업진흥,NB000320061207100081349,중기능,2017-07-27,중소벤처기업부|산업통상부,1421000|1451000,산업·통상·중소기업>>산업진흥·고도화>>지역산업균형발전>>지역산업진흥
8754,NB000420061207100081373,투자입지,NB000320061207100081349,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>산업진흥·고도화>>지역산업균형발전>>투자입지
8755,NB000420061207100081396,지역혁신,NB000320061207100081349,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>산업진흥·고도화>>지역산업균형발전>>지역혁신
8756,NB000420061207100081414,부품소재산업경쟁력 향상,NB000320061207100081413,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>산업진흥·고도화>>자본재산업진흥>>부품소재산업경쟁력 향상
8757,NB000420061207100081435,섬유패션산업 및 생활용품산업 진흥,NB000320061207100081413,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>산업진흥·고도화>>자본재산업진흥>>섬유패션산업 및 생활용품산업 진흥
8758,NB000420061207100081466,기계·항공산업 육성 및 진흥,NB000320061207100081413,중기능,2024-05-20,산업통상부|우주항공청,1451000|1834100,산업·통상·중소기업>>산업진흥·고도화>>자본재산업진흥>>기계·항공산업 육성 및 진흥
8759,NB000420061207100081493,자동차조선,NB000320061207100081413,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>산업진흥·고도화>>자본재산업진흥>>자동차조선
8760,NB000420061207100081517,기초소재산업 육성,NB000320061207100081413,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>산업진흥·고도화>>자본재산업진흥>>기초소재산업 육성
8761,NB000420061207100081547,승강기안전,B1000320140127000225505,중기능,2017-07-26,행정안전부,1741000,공공질서및안전>>안전관리>>안전및재난>>승강기안전
8762,NB000420061207100081564,바이오 나노정책,NB000320061207100081563,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>산업진흥·고도화>>생활산업진흥>>바이오 나노정책
8763,NB000420061207100081592,디지털전자산업육성,NB000320061207100081563,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>산업진흥·고도화>>생활산업진흥>>디지털전자산업육성
8764,NB000420061207100081615,반도체 및 전기산업의 진흥,NB000320061207100081563,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>산업진흥·고도화>>생활산업진흥>>반도체 및 전기산업의 진흥
8765,NB000420061207100081632,로봇산업육성,NB000320061207100081563,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>산업진흥·고도화>>생활산업진흥>>로봇산업육성
8766,NB000420061207100081655,디자인·브랜드 정책 수립 및 추진,NB000320061207100081563,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>산업진흥·고도화>>생활산업진흥>>디자인·브랜드 정책 수립 및 추진
8767,NB000420061207100081682,유통물류서비스관리,NB000320061207100081563,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>산업진흥·고도화>>생활산업진흥>>유통물류서비스관리
8768,NB000420061207100081719,기술표준정책,NB000320061207100081718,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>산업진흥·고도화>>산업기술표준및제품안전관리>>기술표준정책
8769,NB000420061207100081748,국제표준협력,NB000320061207100081718,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>산업진흥·고도화>>산업기술표준및제품안전관리>>국제표준협력
8770,NB000420061207100081769,적합성평가제도,NB000320061207100081718,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>산업진흥·고도화>>산업기술표준및제품안전관리>>적합성평가제도
8771,NB000420061207100081799,계량정책,NB000320061207100081718,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>산업진흥·고도화>>산업기술표준및제품안전관리>>계량정책
8772,NB000420061207100081828,표준정보 홍보혁신,NB000320061207100081718,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>산업진흥·고도화>>산업기술표준및제품안전관리>>표준정보 홍보혁신
8773,NB000420061207100081851,제품안전정책,NB000320061207100081718,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>산업진흥·고도화>>산업기술표준및제품안전관리>>제품안전정책
8774,NB000420061207100081875,기계·전기제품 안전제도 및 기준 운영,NB000320061207100081718,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>산업진흥·고도화>>산업기술표준및제품안전관리>>기계·전기제품 안전제도 및 기준 운영
8775,NB000420061207100081898,공산품 안전제도 및 기준 운영,NB000320061207100081718,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>산업진흥·고도화>>산업기술표준및제품안전관리>>공산품 안전제도 및 기준 운영
8776,NB000420061207100081911,안전관리,NB000320061207100081718,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>산업진흥·고도화>>산업기술표준및제품안전관리>>안전관리
8777,NB000420061207100081921,기술규제대응,NB000320061207100081718,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>산업진흥·고도화>>산업기술표준및제품안전관리>>기술규제대응
8778,NB000420061207100081940,표준기술기획,NB000320061207100081718,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>산업진흥·고도화>>산업기술표준및제품안전관리>>표준기술기획
8779,NB000420061207100081963,정보디지털표준화 추진,NB000320061207100081718,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>산업진흥·고도화>>산업기술표준및제품안전관리>>정보디지털표준화 추진
8780,NB000420061207100081997,바이오환경표준화 추진,NB000320061207100081718,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>산업진흥·고도화>>산업기술표준및제품안전관리>>바이오환경표준화 추진
8781,NB000420061207100082015,에너지물류표준화 추진,NB000320061207100081718,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>산업진흥·고도화>>산업기술표준및제품안전관리>>에너지물류표준화 추진
8782,NB000420061207100082049,소재나노 표준화 추진,NB000320061207100081718,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>산업진흥·고도화>>산업기술표준및제품안전관리>>소재나노 표준화 추진
8783,NB000420061207100082071,문화서비스 표준화 추진,NB000320061207100081718,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>산업진흥·고도화>>산업기술표준및제품안전관리>>문화서비스 표준화 추진
8784,NB000420061207100082120,표준기술지원관리,NB000320061207100081718,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>산업진흥·고도화>>산업기술표준및제품안전관리>>표준기술지원관리
8785,NB000420061207100082141,인증평가,NB000320061207100081718,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>산업진흥·고도화>>산업기술표준및제품안전관리>>인증평가
8786,NB000420061207100082163,기계건설분야 표준기술지원,NB000320061207100081718,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>산업진흥·고도화>>산업기술표준및제품안전관리>>기계건설분야 표준기술지원
8787,NB000420061207100082190,전기전자표준,NB000320061207100081718,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>산업진흥·고도화>>산업기술표준및제품안전관리>>전기전자표준
8788,NB000420061207100082217,화학세라믹 산업표준관리,NB000320061207100081718,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>산업진흥·고도화>>산업기술표준및제품안전관리>>화학세라믹 산업표준관리
8789,NB000420061207100082236,무역정책,NB000320061207100082235,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>무역및투자유치>>무역진흥>>무역정책
8790,NB000420061207100082260,무역전략,NB000320061207100082235,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>무역및투자유치>>무역진흥>>무역전략
8791,NB000420061207100082285,수출입 지원 및 동향분석·,NB000320061207100082235,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>무역및투자유치>>무역진흥>>수출입 지원 및 동향분석·
8792,NB000420061207100082318,전략물자관리,NB000320061207100082235,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>무역및투자유치>>무역진흥>>전략물자관리
8793,NB000420061207100082334,남북산업자원협력,NB000320061207100082235,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>무역및투자유치>>무역진흥>>남북산업자원협력
8794,NB000420061207100082349,"자유무역지역 관리, 운영",NB000320061207100082235,중기능,2013-03-23,산업통상부,1451000,"산업·통상·중소기업>>무역및투자유치>>무역진흥>>자유무역지역 관리, 운영"
8795,NB000420061207100082420,투자정책,NB000320061207100082419,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>무역및투자유치>>외국인투자유치>>투자정책
8796,NB000420061207100082441,투자유치,NB000320061207100082419,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>무역및투자유치>>외국인투자유치>>투자유치
8797,NB000420061207100082457,자유무역협정 협상 및 관리,NB000320061207100082419,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>무역및투자유치>>외국인투자유치>>자유무역협정 협상 및 관리
8798,NB000420061207100082471,국제협력,NB000320061207100082470,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>무역및투자유치>>국제산업협력>>국제협력
8799,NB000420061207100082498,대 구미지역 협력,NB000320061207100082470,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>무역및투자유치>>국제산업협력>>대 구미지역 협력
8800,NB000420061207100082514,통상협력,NB000320061207100082470,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>무역및투자유치>>국제산업협력>>통상협력
8801,NB000420061207100082526,대 중국지역 협력,NB000320061207100082470,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>무역및투자유치>>국제산업협력>>대 중국지역 협력
8802,NB000420061207100082562,무역구제 정책,NB000320061207100082561,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>무역및투자유치>>무역구제>>무역구제 정책
8803,NB000420061207100082583,무역피해구제,NB000320061207100082561,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>무역및투자유치>>무역구제>>무역피해구제
8804,NB000420061207100082593,덤핑조사,NB000320061207100082561,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>무역및투자유치>>무역구제>>덤핑조사
8805,NB000420061207100082605,불공정무역조사,NB000320061207100082561,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>무역및투자유치>>무역구제>>불공정무역조사
8806,NB000420061207100082624,에너지자원 정책,NB000320061207100082623,중기능,2025-11-05,산업통상부|기후에너지환경부,1451000|1482000,산업·통상·중소기업>>에너지및자원개발>>에너지및자원정책>>에너지자원 정책
8807,NB000420061207100082644,에너지관리,NB000320061207100082623,중기능,2025-11-06,산업통상부|기후에너지환경부,1451000|1482000,산업·통상·중소기업>>에너지및자원개발>>에너지및자원정책>>에너지관리
8808,NB000420061207100082683,에너지기술,NB000320061207100082623,중기능,2025-11-06,산업통상부|기후에너지환경부,1451000|1482000,산업·통상·중소기업>>에너지및자원개발>>에너지및자원정책>>에너지기술
8809,NB000420061207100082717,기후변화협약 대응기반구축,NB000320061207100082623,중기능,2025-11-06,산업통상부|기후에너지환경부,1451000|1482000,산업·통상·중소기업>>에너지및자원개발>>에너지및자원정책>>기후변화협약 대응기반구축
8810,NB000420061207100082745,에너지안전 정책,NB000320061207100082744,중기능,2025-11-05,산업통상부|기후에너지환경부,1451000|1482000,산업·통상·중소기업>>에너지및자원개발>>에너지안전관리>>에너지안전 정책
8811,NB000420061207100082777,석유산업 정책의 수립 및 운영,NB000320061207100082776,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>에너지및자원개발>>에너지수급안정>>석유산업 정책의 수립 및 운영
8812,NB000420061207100082793,가스산업 정책 수립 및 운영,NB000320061207100082776,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>에너지및자원개발>>에너지수급안정>>가스산업 정책 수립 및 운영
8813,NB000420061207100082836,석탄산업정책,NB000320061207100082776,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>에너지및자원개발>>에너지수급안정>>석탄산업정책
8814,NB000420061207100082867,국내·외 자원개발총괄,NB000320061207100082866,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>에너지및자원개발>>국내외자원개발>>국내·외 자원개발총괄
8815,NB000420061207100082892,국내외 유전개발,NB000320061207100082866,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>에너지및자원개발>>국내외자원개발>>국내외 유전개발
8816,NB000420061207100082918,국내외 광물자원개발,NB000320061207100082866,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>에너지및자원개발>>국내외자원개발>>국내외 광물자원개발
8817,NB000420061207100082936,신재생에너지개발·보급,NB000320061207100082866,중기능,2025-11-06,산업통상부|기후에너지환경부,1451000|1482000,산업·통상·중소기업>>에너지및자원개발>>국내외자원개발>>신재생에너지개발·보급
8818,NB000420061207100082961,광업권 설정 및 관리,NB000320061207100082866,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>에너지및자원개발>>국내외자원개발>>광업권 설정 및 관리
8819,NB000420061207100082976,지하자원개발 및 광산안전관리,NB000320061207100082866,중기능,2013-03-23,산업통상부,1451000,산업·통상·중소기업>>에너지및자원개발>>국내외자원개발>>지하자원개발 및 광산안전관리
8820,NB000420061207100082994,전력산업정책수립 및 운영,NB000320061207100082993,중기능,2025-11-06,산업통상부|기후에너지환경부,1451000|1482000,산업·통상·중소기업>>에너지및자원개발>>전력산업경쟁력강화및전력수급안정>>전력산업정책수립 및 운영
8821,NB000420061207100083023,전력산업 공정경쟁 기반조성,NB000320061207100082993,중기능,2025-11-06,산업통상부|기후에너지환경부,1451000|1482000,산업·통상·중소기업>>에너지및자원개발>>전력산업경쟁력강화및전력수급안정>>전력산업 공정경쟁 기반조성
